_id,sessionID,siteID,stationID,spaceID,clusterID,userID,timezone,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,userInput_WhPerMile,userInput_kWhRequested,userInput_milesRequested,userInput_minutesAvailable,userInput_requestedDeparture,userInput_paymentRequired
5b2a9f6b9,CA-005181,caltech,CA-015,CA-CA-015,caltech-1,4456,America/Los_Angeles,2018-06-12 08:10:19.480577,2018-06-12 11:34:41.735290,2018-06-12 08:32:37.091327,2.452,400.0,2.79,7.0,204,2018-06-12 11:34:41.735290,False
5b130bedd,CA-005182,caltech,CA-011,CA-CA-011,caltech-1,4875,America/Los_Angeles,2018-05-07 07:41:23.672984,2018-05-07 19:41:03.473980,2018-05-07 08:41:51.421660,6.651,250.0,7.42,29.7,719,2018-05-07 19:41:03.473980,True
5b13b6bca,CA-005184,caltech,CA-036,CA-CA-036,caltech-3,6190,America/Los_Angeles,2018-06-22 09:58:04.206584,2018-06-22 12:36:26.426314,2018-06-22 11:08:19.046217,7.727,290.0,9.35,32.2,158,2018-06-22 12:36:26.426314,True
5b145f857,JP-005185,jpl,JP-024,JP-CA-024,jpl-2,6897,America/Los_Angeles,2018-05-30 13:01:32.015752,2018-05-30 18:09:45.998286,2018-05-30 14:52:46.320771,12.236,320.0,15.11,47.2,308,2018-05-30 18:09:45.998286,False
5b3f92a73,CA-005186,caltech,CA-051,CA-CA-051,caltech-5,5886,America/Los_Angeles,2018-05-25 08:44:31.986750,2018-05-25 09:34:38.146441,2018-05-25 09:27:50.280826,4.764,400.0,8.32,20.8,50,2018-05-25 09:34:38.146441,False
5b52ec07a,JP-005187,jpl,JP-008,JP-CA-008,jpl-0,1448,America/Los_Angeles,2018-06-01 18:40:03.085858,2018-06-01 21:12:56.601161,2018-06-01 19:27:14.407366,5.191,320.0,5.59,17.5,152,2018-06-01 21:12:56.601161,True
5b1ddfbb7,CA-005188,caltech,CA-039,CA-CA-039,caltech-3,3432,America/Los_Angeles,2018-07-12 11:58:37.694255,2018-07-12 13:56:27.248531,2018-07-12 12:42:19.037775,4.806,400.0,5.26,13.1,117,2018-07-12 13:56:27.248531,True
5b4b38d14,JP-005190,jpl,JP-007,JP-CA-007,jpl-0,4439,America/Los_Angeles,2018-07-12 15:02:39.259162,2018-07-12 17:30:21.143770,2018-07-12 15:33:31.319073,3.395,350.0,3.88,11.1,147,2018-07-12 17:30:21.143770,True
5b170a88c,CA-005191,caltech,CA-042,CA-CA-042,caltech-4,5075,America/Los_Angeles,2018-06-18 10:12:31.911600,2018-06-18 13:45:16.013933,2018-06-18 11:50:08.904550,10.738,350.0,11.26,32.2,212,2018-06-18 13:45:16.013933,False
5b146715c,CA-005193,caltech,CA-031,CA-CA-031,caltech-3,6055,America/Los_Angeles,2018-05-23 08:50:47.059509,2018-05-23 14:17:47.644572,2018-05-23 10:03:52.709691,8.04,400.0,8.37,20.9,327,2018-05-23 14:17:47.644572,False
5bd57e35,JP-005194,jpl,JP-052,JP-CA-052,jpl-5,6794,America/Los_Angeles,2018-06-16 13:00:30.239148,2018-06-17 00:29:59.660946,2018-06-16 14:48:05.277631,11.834,250.0,14.37,57.5,689,2018-06-17 00:29:59.660946,False
5b28b618d,CA-005196,caltech,CA-040,CA-CA-040,caltech-4,7257,America/Los_Angeles,2018-05-01 10:37:38.653104,2018-05-01 12:00:50.881073,2018-05-01 11:57:18.715150,8.763,320.0,9.77,30.5,83,2018-05-01 12:00:50.881073,True
5b12137b5,JP-005197,jpl,JP-037,JP-CA-037,jpl-3,1265,America/Los_Angeles,2018-05-20 06:45:11.625334,2018-05-20 15:26:33.445807,2018-05-20 07:26:00.959270,4.49,350.0,5.24,15.0,521,2018-05-20 15:26:33.445807,True
5b5a2591b,CA-005198,caltech,CA-034,CA-CA-034,caltech-3,8284,America/Los_Angeles,2018-05-13 08:40:44.201942,2018-05-13 10:46:55.661050,2018-05-13 08:57:51.694438,1.884,290.0,1.94,6.7,126,2018-05-13 10:46:55.661050,False
5b5e72b53,CA-005199,caltech,CA-013,CA-CA-013,caltech-1,4173,America/Los_Angeles,2018-07-10 09:25:10.657363,2018-07-10 11:11:50.367950,2018-07-10 10:40:18.163979,8.264,400.0,9.41,23.5,106,2018-07-10 11:11:50.367950,True
5b483b57c,CA-005200,caltech,CA-007,CA-CA-007,caltech-0,8749,America/Los_Angeles,2018-05-08 07:03:10.037577,2018-05-08 12:13:49.983762,2018-05-08 08:53:10.087021,12.1,250.0,13.44,53.8,310,2018-05-08 12:13:49.983762,False
5b5175ef5,CA-005201,caltech,CA-034,CA-CA-034,caltech-3,7135,America/Los_Angeles,2018-06-30 08:37:30.537532,2018-06-30 17:13:15.572725,2018-06-30 09:52:34.240759,8.257,350.0,8.48,24.2,515,2018-06-30 17:13:15.572725,True
5b4869042,CA-005203,caltech,CA-011,CA-CA-011,caltech-1,2342,America/Los_Angeles,2018-07-05 11:46:48.596094,2018-07-05 14:40:25.699534,2018-07-05 14:08:45.912978,15.615,400.0,18.13,45.3,173,2018-07-05 14:40:25.699534,False
5b4150286,CA-005204,caltech,CA-048,CA-CA-048,caltech-4,2004,America/Los_Angeles,2018-07-16 15:05:41.007695,2018-07-16 19:29:44.192764,2018-07-16 16:23:28.494690,8.557,250.0,10.2,40.8,264,2018-07-16 19:29:44.192764,True
5b3d56414,CA-005205,caltech,CA-051,CA-CA-051,caltech-5,5030,America/Los_Angeles,2018-05-11 09:39:50.636823,2018-05-11 13:53:26.437547,2018-05-11 12:06:55.614381,16.179,350.0,19.92,56.9,253,2018-05-11 13:53:26.437547,False
5b33e0533,CA-005206,caltech,CA-051,CA-CA-051,caltech-5,2356,America/Los_Angeles,2018-05-18 07:42:07.584291,2018-05-18 19:48:28.044443,2018-05-18 09:43:23.284402,13.339,320.0,13.56,42.4,726,2018-05-18 19:48:28.044443,True
5b3d48c14,CA-005207,caltech,CA-032,CA-CA-032,caltech-3,2660,America/Los_Angeles,2018-07-10 10:01:48.429987,2018-07-10 12:09:58.516012,2018-07-10 11:02:21.221382,6.66,320.0,7.49,23.4,128,2018-07-10 12:09:58.516012,True
5b9f7805,CA-005208,caltech,CA-030,CA-CA-030,caltech-3,1500,America/Los_Angeles,2018-07-23 13:32:55.587730,2018-07-23 15:03:24.948817,2018-07-23 14:53:23.321507,8.851,350.0,11.88,33.9,90,2018-07-23 15:03:24.948817,True
5b24cf964,CA-005209,caltech,CA-009,CA-CA-009,caltech-0,6417,America/Los_Angeles,2018-06-20 09:25:09.446035,2018-06-20 15:15:42.108073,2018-06-20 10:55:33.245459,9.944,400.0,10.76,26.9,350,2018-06-20 15:15:42.108073,True
5b52e3120,JP-005210,jpl,JP-032,JP-CA-032,jpl-3,5537,America/Los_Angeles,2018-05-17 06:51:25.169259,2018-05-17 20:51:25.169259,2018-05-17 09:41:37.417320,18.722,400.0,22.98,57.4,840,2018-05-17 20:51:25.169259,True
5b404fdb4,CA-005211,caltech,CA-003,CA-CA-003,caltech-0,5917,America/Los_Angeles,2018-05-18 08:45:47.046958,2018-05-18 11:47:45.316172,2018-05-18 10:47:36.133143,13.4,290.0,14.3,49.3,181,2018-05-18 11:47:45.316172,False
5b44f6333,CA-005212,caltech,CA-042,CA-CA-042,caltech-4,6676,America/Los_Angeles,2018-06-29 11:01:11.474891,2018-06-29 16:13:36.116788,2018-06-29 12:32:40.435603,10.063,320.0,11.34,35.4,312,2018-06-29 16:13:36.116788,False
5b421cdd6,JP-005214,jpl,JP-016,JP-CA-016,jpl-1,7468,America/Los_Angeles,2018-06-20 06:44:09.199908,2018-06-20 10:14:36.470594,2018-06-20 08:42:46.030476,13.048,350.0,13.88,39.7,210,2018-06-20 10:14:36.470594,False
5b4e03acf,JP-005216,jpl,JP-031,JP-CA-031,jpl-3,5900,America/Los_Angeles,2018-06-27 08:39:51.560160,2018-06-27 12:11:16.367917,2018-06-27 10:56:00.241309,14.976,290.0,15.16,52.3,211,2018-06-27 12:11:16.367917,False
5b1d11af6,JP-005217,jpl,JP-023,JP-CA-023,jpl-2,3695,America/Los_Angeles,2018-05-30 12:34:03.809611,2018-05-30 15:43:59.121794,2018-05-30 14:49:10.900520,14.863,350.0,15.43,44.1,189,2018-05-30 15:43:59.121794,True
5b1fdfc73,CA-005218,caltech,CA-023,CA-CA-023,caltech-2,5426,America/Los_Angeles,2018-06-08 08:34:55.935485,2018-06-08 14:05:14.870117,2018-06-08 09:40:46.041249,7.242,320.0,8.05,25.1,330,2018-06-08 14:05:14.870117,True
5bf1ab5b,JP-005219,jpl,JP-016,JP-CA-016,jpl-1,1511,America/Los_Angeles,2018-07-27 10:26:44.674752,2018-07-27 17:04:06.690133,2018-07-27 11:11:44.729556,4.95,400.0,5.94,14.9,397,2018-07-27 17:04:06.690133,True
5bc5f1db,CA-005222,caltech,CA-047,CA-CA-047,caltech-4,5704,America/Los_Angeles,2018-06-04 13:29:37.960782,2018-06-04 17:23:40.639740,2018-06-04 14:27:54.259559,6.41,290.0,6.8,23.4,234,2018-06-04 17:23:40.639740,False
5b56f9433,JP-005223,jpl,JP-007,JP-CA-007,jpl-0,3811,America/Los_Angeles,2018-05-29 13:10:43.807324,2018-05-29 21:03:25.163574,2018-05-29 14:35:37.096067,9.338,320.0,9.39,29.3,472,2018-05-29 21:03:25.163574,False
5b49c20b9,JP-005226,jpl,JP-042,JP-CA-042,jpl-4,1763,America/Los_Angeles,2018-05-17 13:22:39.313134,2018-05-17 16:45:13.888812,2018-05-17 16:44:28.935255,22.201,400.0,22.67,56.7,202,2018-05-17 16:45:13.888812,True
5b50af0f1,CA-005228,caltech,CA-005,CA-CA-005,caltech-0,2979,America/Los_Angeles,2018-05-11 10:08:53.427839,2018-05-11 12:26:56.082722,2018-05-11 12:02:23.865293,12.486,320.0,12.98,40.6,138,2018-05-11 12:26:56.082722,True
5b1f4bef9,CA-005229,caltech,CA-025,CA-CA-025,caltech-2,5427,America/Los_Angeles,2018-07-02 12:35:19.160222,2018-07-02 20:24:49.017532,2018-07-02 13:24:47.182871,5.441,320.0,5.82,18.2,469,2018-07-02 20:24:49.017532,True
5b28a18e2,CA-005230,caltech,CA-025,CA-CA-025,caltech-2,4963,America/Los_Angeles,2018-06-28 08:53:10.339443,2018-06-28 16:43:25.579815,2018-06-28 11:29:45.366878,17.224,250.0,19.93,79.7,470,2018-06-28 16:43:25.579815,True
5bd65f97,CA-005231,caltech,CA-016,CA-CA-016,caltech-1,8225,America/Los_Angeles,2018-05-22 07:58:07.611366,2018-05-22 18:35:55.431650,2018-05-22 08:57:29.950887,6.531,290.0,7.33,25.3,637,2018-05-22 18:35:55.431650,True
5b57bbd2e,CA-005232,caltech,CA-013,CA-CA-013,caltech-1,4324,America/Los_Angeles,2018-06-10 09:20:58.609299,2018-06-10 21:43:58.767658,2018-06-10 11:01:10.910249,11.023,400.0,12.98,32.4,743,2018-06-10 21:43:58.767658,False
5bd9cb13,JP-005233,jpl,JP-054,JP-CA-054,jpl-5,1220,America/Los_Angeles,2018-06-12 08:36:39.422484,2018-06-12 16:17:34.204214,2018-06-12 10:15:31.418024,10.875,400.0,11.67,29.2,460,2018-06-12 16:17:34.204214,False
5b241b6ee,JP-005234,jpl,JP-022,JP-CA-022,jpl-2,2328,America/Los_Angeles,2018-07-24 11:12:09.051708,2018-07-24 15:43:59.125838,2018-07-24 13:44:05.214271,16.713,290.0,17.98,62.0,271,2018-07-24 15:43:59.125838,False
5b1d15230,CA-005235,caltech,CA-050,CA-CA-050,caltech-5,7258,America/Los_Angeles,2018-07-04 17:18:57.329825,2018-07-04 20:43:13.867491,2018-07-04 17:59:04.877579,4.414,250.0,4.94,19.8,204,2018-07-04 20:43:13.867491,False
5b5eb303b,JP-005237,jpl,JP-045,JP-CA-045,jpl-4,2647,America/Los_Angeles,2018-07-10 08:10:09.849487,2018-07-10 13:38:03.075905,2018-07-10 09:24:48.826809,8.211,400.0,9.69,24.2,327,2018-07-10 13:38:03.075905,False
5b35bdc88,JP-005238,jpl,JP-050,JP-CA-050,jpl-5,4572,America/Los_Angeles,2018-07-05 09:21:45.029484,2018-07-05 13:08:03.352881,2018-07-05 12:30:38.173464,20.777,290.0,23.92,82.5,226,2018-07-05 13:08:03.352881,False
5b5a89b66,JP-005239,jpl,JP-040,JP-CA-040,jpl-4,3973,America/Los_Angeles,2018-06-22 07:31:38.766450,2018-06-22 14:02:17.849333,2018-06-22 08:34:49.797445,6.95,350.0,7.11,20.3,390,2018-06-22 14:02:17.849333,True
5b4a2f004,JP-005240,jpl,JP-016,JP-CA-016,jpl-1,6153,America/Los_Angeles,2018-06-22 05:45:00.000000,2018-06-22 13:01:18.729855,2018-06-22 07:16:50.165563,10.102,290.0,10.53,36.3,436,2018-06-22 13:01:18.729855,True
5b1d3d00b,CA-005241,caltech,CA-027,CA-CA-027,caltech-2,2141,America/Los_Angeles,2018-06-30 08:54:48.408910,2018-06-30 11:49:35.066114,2018-06-30 09:27:14.088266,3.567,350.0,4.13,11.8,174,2018-06-30 11:49:35.066114,False
5b3318f8f,CA-005243,caltech,CA-029,CA-CA-029,caltech-2,7436,America/Los_Angeles,2018-05-23 10:14:49.581945,2018-05-23 23:44:40.322734,2018-05-23 11:10:44.949463,6.152,350.0,7.24,20.7,809,2018-05-23 23:44:40.322734,False
5bfd7d24,CA-005244,caltech,CA-038,CA-CA-038,caltech-3,6466,America/Los_Angeles,2018-07-17 09:14:05.160768,2018-07-17 22:42:15.237244,2018-07-17 10:04:20.563275,5.528,250.0,6.69,26.7,808,2018-07-17 22:42:15.237244,False
5b5553b23,JP-005245,jpl,JP-022,JP-CA-022,jpl-2,4805,America/Los_Angeles,2018-05-09 10:43:55.169501,2018-05-09 14:53:41.708521,2018-05-09 11:36:07.024540,5.742,250.0,6.07,24.3,249,2018-05-09 14:53:41.708521,False
5b4b84966,CA-005246,caltech,CA-010,CA-CA-010,caltech-1,7273,America/Los_Angeles,2018-07-19 17:38:31.293336,2018-07-19 23:53:46.329694,2018-07-19 18:07:05.226962,3.142,320.0,3.44,10.7,375,2018-07-19 23:53:46.329694,False
5b37a0e85,CA-005247,caltech,CA-045,CA-CA-045,caltech-4,2055,America/Los_Angeles,2018-05-25 08:12:22.501541,2018-05-25 11:34:18.715423,2018-05-25 09:57:46.478430,11.594,350.0,11.92,34.1,201,2018-05-25 11:34:18.715423,False
5b52eebfd,CA-005248,caltech,CA-053,CA-CA-053,caltech-5,6430,America/Los_Angeles,2018-05-09 07:05:34.633302,2018-05-09 08:35:43.571804,2018-05-09 08:25:58.047550,8.843,290.0,9.59,33.1,90,2018-05-09 08:35:43.571804,True
5b1d3f9a2,JP-005249,jpl,JP-051,JP-CA-051,jpl-5,5022,America/Los_Angeles,2018-05-15 09:42:49.293714,2018-05-15 11:31:16.353540,2018-05-15 11:25:55.124288,11.341,350.0,18.1,51.7,108,2018-05-15 11:31:16.353540,False
5b4f9543c,JP-005250,jpl,JP-007,JP-CA-007,jpl-0,6896,America/Los_Angeles,2018-05-07 06:53:20.916857,2018-05-07 14:22:06.814758,2018-05-07 07:32:25.532278,4.298,400.0,5.24,13.1,448,2018-05-07 14:22:06.814758,False
5b4f42e63,JP-005251,jpl,JP-044,JP-CA-044,jpl-4,7451,America/Los_Angeles,2018-05-02 13:26:27.694147,2018-05-02 20:24:54.994740,2018-05-02 15:56:08.223116,16.464,320.0,16.49,51.5,418,2018-05-02 20:24:54.994740,True
5b12e84b4,JP-005253,jpl,JP-007,JP-CA-007,jpl-0,7597,America/Los_Angeles,2018-07-19 09:30:34.558728,2018-07-19 13:08:57.892450,2018-07-19 11:26:43.024142,12.776,250.0,13.03,52.1,218,2018-07-19 13:08:57.892450,False
5b5700b8c,JP-005254,jpl,JP-017,JP-CA-017,jpl-1,2043,America/Los_Angeles,2018-07-25 07:42:52.843791,2018-07-25 11:07:28.360972,2018-07-25 08:33:00.124516,5.513,350.0,6.11,17.4,204,2018-07-25 11:07:28.360972,True
5b2586851,JP-005255,jpl,JP-030,JP-CA-030,jpl-3,1557,America/Los_Angeles,2018-05-30 08:08:04.734729,2018-05-30 15:55:23.101637,2018-05-30 09:38:05.890886,9.902,350.0,11.57,33.1,467,2018-05-30 15:55:23.101637,False
5b560388e,JP-005256,jpl,JP-008,JP-CA-008,jpl-0,7985,America/Los_Angeles,2018-05-02 10:16:51.223730,2018-05-02 15:46:33.552052,2018-05-02 11:19:44.600960,6.918,320.0,8.48,26.5,329,2018-05-02 15:46:33.552052,False
5b23724fd,JP-005257,jpl,JP-047,JP-CA-047,jpl-4,1845,America/Los_Angeles,2018-07-11 08:26:03.148122,2018-07-11 14:57:09.866311,2018-07-11 10:54:06.240296,16.286,290.0,17.2,59.3,391,2018-07-11 14:57:09.866311,False
5b50724a3,CA-005259,caltech,CA-049,CA-CA-049,caltech-4,2915,America/Los_Angeles,2018-06-05 09:45:21.600374,2018-06-05 22:02:44.570695,2018-06-05 11:11:49.892640,9.512,400.0,9.98,24.9,737,2018-06-05 22:02:44.570695,False
5b5cd2072,CA-005260,caltech,CA-015,CA-CA-015,caltech-1,1689,America/Los_Angeles,2018-05-23 16:51:04.550220,2018-05-23 21:13:25.761182,2018-05-23 18:28:56.970379,10.766,290.0,10.8,37.2,262,2018-05-23 21:13:25.761182,True
5b58e5bc7,JP-005262,jpl,JP-041,JP-CA-041,jpl-4,6867,America/Los_Angeles,2018-06-17 08:39:49.906190,2018-06-17 15:26:26.616665,2018-06-17 11:08:12.010690,16.321,250.0,16.79,67.2,406,2018-06-17 15:26:26.616665,False
5b159906c,CA-005264,caltech,CA-012,CA-CA-012,caltech-1,4119,America/Los_Angeles,2018-06-05 08:50:54.806180,2018-06-05 12:24:53.869604,2018-06-05 10:45:50.235249,12.642,350.0,14.45,41.3,213,2018-06-05 12:24:53.869604,True
5b2498346,CA-005265,caltech,CA-049,CA-CA-049,caltech-4,5841,America/Los_Angeles,2018-07-23 10:58:31.032921,2018-07-23 20:13:44.541929,2018-07-23 12:05:38.496789,7.384,320.0,8.33,26.0,555,2018-07-23 20:13:44.541929,False
5b2adfb43,JP-005266,jpl,JP-040,JP-CA-040,jpl-4,4084,America/Los_Angeles,2018-06-21 08:05:06.819818,2018-06-21 12:36:16.793990,2018-06-21 09:57:00.298265,12.308,290.0,12.46,43.0,271,2018-06-21 12:36:16.793990,True
5b1d43a9c,JP-005268,jpl,JP-043,JP-CA-043,jpl-4,4566,America/Los_Angeles,2018-05-02 15:56:49.165673,2018-05-03 01:56:17.508468,2018-05-02 17:05:34.721621,7.564,290.0,8.29,28.6,599,2018-05-03 01:56:17.508468,True
5b2847bce,JP-005269,jpl,JP-044,JP-CA-044,jpl-4,6933,America/Los_Angeles,2018-07-06 12:29:04.365144,2018-07-06 20:49:32.610879,2018-07-06 13:58:15.238886,9.81,250.0,10.85,43.4,500,2018-07-06 20:49:32.610879,False
5b4b36b26,CA-005270,caltech,CA-050,CA-CA-050,caltech-5,6272,America/Los_Angeles,2018-06-19 10:09:51.588470,2018-06-19 13:49:38.068270,2018-06-19 11:18:26.347539,7.544,400.0,9.02,22.6,219,2018-06-19 13:49:38.068270,False
5b5ecda42,JP-005271,jpl,JP-048,JP-CA-048,jpl-4,5366,America/Los_Angeles,2018-05-29 08:42:45.567031,2018-05-29 11:29:31.073029,2018-05-29 11:03:20.724501,15.464,250.0,23.84,95.3,166,2018-05-29 11:29:31.073029,False
5b12f5e68,JP-005272,jpl,JP-033,JP-CA-033,jpl-3,3514,America/Los_Angeles,2018-06-25 11:54:24.991896,2018-06-25 19:02:15.452197,2018-06-25 13:20:26.808254,9.463,320.0,9.8,30.6,427,2018-06-25 19:02:15.452197,True
5b2de5f33,CA-005273,caltech,CA-003,CA-CA-003,caltech-0,7253,America/Los_Angeles,2018-06-11 08:13:36.431553,2018-06-11 10:53:03.128914,2018-06-11 10:17:32.637238,13.633,350.0,16.53,47.2,159,2018-06-11 10:53:03.128914,False
5b51497cf,CA-005274,caltech,CA-026,CA-CA-026,caltech-2,3958,America/Los_Angeles,2018-05-30 07:38:53.321836,2018-05-30 13:22:13.549025,2018-05-30 09:00:02.146176,8.926,400.0,9.32,23.3,343,2018-05-30 13:22:13.549025,False
5bef47e4,JP-005275,jpl,JP-046,JP-CA-046,jpl-4,7299,America/Los_Angeles,2018-06-29 09:47:12.222510,2018-06-29 18:44:37.554748,2018-06-29 10:46:55.428819,6.569,250.0,8.12,32.5,537,2018-06-29 18:44:37.554748,True
5b2178d48,CA-005278,caltech,CA-033,CA-CA-033,caltech-3,7021,America/Los_Angeles,2018-05-07 13:20:52.115977,2018-05-07 19:48:52.822262,2018-05-07 15:19:43.978546,13.075,250.0,13.37,53.5,388,2018-05-07 19:48:52.822262,True
5bb6c6cf,CA-005279,caltech,CA-035,CA-CA-035,caltech-3,6459,America/Los_Angeles,2018-07-16 12:18:00.717860,2018-07-16 22:35:10.818167,2018-07-16 13:40:02.164756,9.023,250.0,10.76,43.0,617,2018-07-16 22:35:10.818167,True
5b2dfe878,CA-005280,caltech,CA-018,CA-CA-018,caltech-1,5636,America/Los_Angeles,2018-07-16 12:43:12.615810,2018-07-16 17:02:50.594265,2018-07-16 13:36:04.518830,5.815,350.0,6.82,19.5,259,2018-07-16 17:02:50.594265,False
5b1e81a51,JP-005282,jpl,JP-008,JP-CA-008,jpl-0,5216,America/Los_Angeles,2018-06-25 13:37:24.167252,2018-06-26 00:05:13.991089,2018-06-25 14:32:24.025916,6.05,400.0,6.56,16.4,627,2018-06-26 00:05:13.991089,True
5b1eb5de0,CA-005283,caltech,CA-032,CA-CA-032,caltech-3,8930,America/Los_Angeles,2018-06-15 11:04:43.167231,2018-06-15 15:53:48.323634,2018-06-15 14:37:18.994803,23.386,290.0,26.37,90.9,289,2018-06-15 15:53:48.323634,False
5b2ac7f19,CA-005284,caltech,CA-001,CA-CA-001,caltech-0,3099,America/Los_Angeles,2018-05-18 07:26:49.374295,2018-05-18 13:00:48.239535,2018-05-18 08:45:39.545158,8.672,400.0,9.14,22.9,333,2018-05-18 13:00:48.239535,False
5b20892e5,JP-005285,jpl,JP-041,JP-CA-041,jpl-4,4635,America/Los_Angeles,2018-06-09 11:30:17.844160,2018-06-09 21:53:39.811859,2018-06-09 12:51:24.115635,8.921,250.0,11.01,44.0,623,2018-06-09 21:53:39.811859,True
5b226e8c1,CA-005287,caltech,CA-049,CA-CA-049,caltech-4,6737,America/Los_Angeles,2018-07-23 08:17:53.523201,2018-07-23 11:14:11.636329,2018-07-23 10:21:48.931351,13.632,250.0,15.44,61.8,176,2018-07-23 11:14:11.636329,False
5bc67ace,JP-005288,jpl,JP-017,JP-CA-017,jpl-1,4769,America/Los_Angeles,2018-05-30 11:03:19.655315,2018-05-30 12:31:20.841729,2018-05-30 12:14:43.933306,7.855,290.0,27.06,93.3,88,2018-05-30 12:31:20.841729,True
5b27d6120,CA-005289,caltech,CA-003,CA-CA-003,caltech-0,1097,America/Los_Angeles,2018-05-03 18:26:55.628534,2018-05-03 23:29:24.039609,2018-05-03 19:44:45.789361,8.562,250.0,9.33,37.3,302,2018-05-03 23:29:24.039609,False
5b387ab00,CA-005290,caltech,CA-010,CA-CA-010,caltech-1,6082,America/Los_Angeles,2018-05-08 08:57:58.838333,2018-05-08 19:59:58.280486,2018-05-08 09:56:32.749007,6.442,250.0,7.55,30.2,661,2018-05-08 19:59:58.280486,False
5b3365305,CA-005291,caltech,CA-010,CA-CA-010,caltech-1,2157,America/Los_Angeles,2018-06-03 09:48:35.212146,2018-06-03 12:56:17.396638,2018-06-03 11:12:18.103615,9.209,290.0,11.3,39.0,187,2018-06-03 12:56:17.396638,True
5b1db9053,JP-005292,jpl,JP-031,JP-CA-031,jpl-3,7802,America/Los_Angeles,2018-06-22 08:08:19.535048,2018-06-22 18:00:33.434877,2018-06-22 09:35:59.719519,9.644,290.0,9.85,34.0,592,2018-06-22 18:00:33.434877,False
5b23a26c1,CA-005293,caltech,CA-009,CA-CA-009,caltech-0,2693,America/Los_Angeles,2018-07-18 09:14:51.346013,2018-07-18 14:39:28.103886,2018-07-18 09:49:03.294379,3.762,400.0,3.85,9.6,324,2018-07-18 14:39:28.103886,True
5b3d2d88d,CA-005294,caltech,CA-025,CA-CA-025,caltech-2,4587,America/Los_Angeles,2018-07-08 08:47:20.629284,2018-07-08 12:21:14.823296,2018-07-08 11:27:46.973124,17.648,400.0,21.45,53.6,213,2018-07-08 12:21:14.823296,False
5b380c8af,JP-005295,jpl,JP-043,JP-CA-043,jpl-4,8613,America/Los_Angeles,2018-06-08 09:31:20.608240,2018-06-08 16:44:48.291147,2018-06-08 09:54:13.589055,2.517,320.0,2.68,8.4,433,2018-06-08 16:44:48.291147,False
5b451a1eb,JP-005296,jpl,JP-008,JP-CA-008,jpl-0,2123,America/Los_Angeles,2018-07-16 11:37:07.708810,2018-07-16 15:42:31.733224,2018-07-16 12:17:27.523368,4.436,250.0,4.84,19.4,245,2018-07-16 15:42:31.733224,False
5bf4228e,CA-005297,caltech,CA-022,CA-CA-022,caltech-2,5607,America/Los_Angeles,2018-05-16 09:07:14.711385,2018-05-16 15:41:50.648394,2018-05-16 10:21:13.773897,8.138,400.0,10.1,25.3,394,2018-05-16 15:41:50.648394,False
5b590f7ad,CA-005298,caltech,CA-008,CA-CA-008,caltech-0,2146,America/Los_Angeles,2018-05-02 09:42:46.259953,2018-05-02 15:39:38.760415,2018-05-02 10:38:52.826901,6.172,320.0,7.47,23.3,356,2018-05-02 15:39:38.760415,True
5b2af6b93,CA-005300,caltech,CA-049,CA-CA-049,caltech-4,3815,America/Los_Angeles,2018-07-27 07:31:59.540671,2018-07-27 13:27:07.503967,2018-07-27 08:51:05.425564,8.701,250.0,9.85,39.4,355,2018-07-27 13:27:07.503967,True
5b271ad7b,JP-005301,jpl,JP-044,JP-CA-044,jpl-4,3757,America/Los_Angeles,2018-07-16 07:18:44.071778,2018-07-16 11:27:57.280843,2018-07-16 08:42:20.171042,9.196,320.0,10.07,31.5,249,2018-07-16 11:27:57.280843,True
5b5e602eb,CA-005302,caltech,CA-002,CA-CA-002,caltech-0,6389,America/Los_Angeles,2018-07-17 12:21:49.392378,2018-07-17 15:40:25.004769,2018-07-17 14:18:04.300779,12.787,250.0,12.8,51.2,198,2018-07-17 15:40:25.004769,False
5b20155e0,CA-005304,caltech,CA-050,CA-CA-050,caltech-5,1079,America/Los_Angeles,2018-07-10 11:28:39.633645,2018-07-10 14:52:56.634758,2018-07-10 14:17:21.224288,18.556,320.0,26.83,83.8,204,2018-07-10 14:52:56.634758,False
5b395adbc,CA-005305,caltech,CA-045,CA-CA-045,caltech-4,1934,America/Los_Angeles,2018-06-29 08:34:22.470550,2018-06-29 10:31:41.110089,2018-06-29 10:18:56.816281,11.503,400.0,11.85,29.6,117,2018-06-29 10:31:41.110089,False
5b23f2fce,CA-005306,caltech,CA-045,CA-CA-045,caltech-4,8799,America/Los_Angeles,2018-06-02 12:39:19.351284,2018-06-02 13:43:04.673009,2018-06-02 13:35:40.597089,6.199,350.0,16.97,48.5,63,2018-06-02 13:43:04.673009,False
5b24ee614,JP-005308,jpl,JP-001,JP-CA-001,jpl-0,7232,America/Los_Angeles,2018-06-12 09:32:37.422149,2018-06-12 16:17:33.317634,2018-06-12 10:31:51.884997,6.517,250.0,6.56,26.2,404,2018-06-12 16:17:33.317634,True
5b32a7c6d,JP-005309,jpl,JP-039,JP-CA-039,jpl-3,6124,America/Los_Angeles,2018-05-01 13:31:24.500087,2018-05-01 17:29:51.725702,2018-05-01 16:31:31.995376,19.814,400.0,20.2,50.5,238,2018-05-01 17:29:51.725702,True
